id,label,texts
26282,0,"Yeah school doesnt matter so much for me I gotta get a job though and I'm pretty bad at it, just being real."
20929,1,Perfect I can reach the high shelves and you can get the low ones 😉
53292,1,"Wow, perfect i can reach the high shelves and you can get the low ones"
43030,1,Is that your best pickup line?
69018,0,is that the lane off degraves?. No hidden meaning here!
43034,0,I'm just stating facts: is that the lane off degraves?
14540,0,"is that the lane off degraves?. Nothing more, nothing less."
53860,1,If you ride my shoulders we can beat 7’ 😂 😉
82575,1,Is that your best pickup line?
45004,1,I bet you hear that a lot!
66096,0,"haha yep it's pretty good normally. Nothing more, nothing less."
68287,0,haha yep it's pretty good normally. No hidden meaning here!
49349,0,I'm just stating facts: haha yep it's pretty good normally
91433,1,I bet you hear that a lot!
54326,1,"I'd much rather spend my time getting dirty with you., and you?"
83099,1,"Wow, i'd much rather spend my time getting dirty with you."
50860,0,"yeah it was alright, had some strange conversations with these guys outside the window..., just being real."
16202,0,"yeah it was alright, had some strange conversations with these guys outside the window.... What about you?"
34625,0,"I'm just stating facts: yeah it was alright, had some strange conversations with these guys outside the window..."
62829,1,I want to kiss you first and feel your tounge on mine. 😉
46555,1,Is that your best pickup line?
62238,1,"Wow, i want to kiss you first and feel your tounge on mine."
65649,1,I bet you hear that a lot!
25195,1,"OMG I can’t believe I’m doing this. It’s HUGE!, and you?"
44064,1,OMG I can’t believe I’m doing this. It’s HUGE! 😉
43672,1,"Wow, wanna come over tonight?"
21963,1,Is that your best pickup line?
23755,1,"Wanna come over tonight?, and you?"
11737,1,"Wow, i am serious about the fucking."
33260,1,I bet you hear that a lot!
32447,1,I am serious about the fucking. 😉
56726,0,"dude you have a picture of your face plastered on a cat's. Nothing more, nothing less."
83214,0,dude you have a picture of your face plastered on a cat's. What about you?
37298,0,dude you have a picture of your face plastered on a cat's. No hidden meaning here!
30059,1, I wish I could dance with you at the concert and feel the music together     because you are stunning!
88088,1,Is that your best pickup line?
94178,1,"Wow,  i wish i could dance with you at the concert and feel the music together    "
21613,0,"hiking? as in going off into the bush and wandering about. Nothing more, nothing less."
95658,0,"hiking? as in going off into the bush and wandering about, just being real."
11636,0,I'm just stating facts: hiking? as in going off into the bush and wandering about
81573,1,"I will figure out what makes you tick, don't worry. because you are stunning!"
14380,1,I bet you hear that a lot!
70807,1,"I will figure out what makes you tick, don't worry., and you?"
16579,0,"what kind of dog?. Nothing more, nothing less."
21723,0,I'm just stating facts: what kind of dog?
90190,0,what kind of dog?. No hidden meaning here!
82575,0,"Peach is 🔥 also u reminded me I was going to plan Soju pong, just being real."
58334,0,Peach is 🔥 also u reminded me I was going to plan Soju pong. What about you?
16042,0,Peach is 🔥 also u reminded me I was going to plan Soju pong. No hidden meaning here!
76730,1,You like em? 😉
29932,1,You like em? because you are stunning!
32938,1,I bet you hear that a lot!
96061,1,Is that your best pickup line?
98328,1,It's a beautiful sight.. because you are stunning!
10841,1,I bet you hear that a lot!
80569,1,How will you know? 😉
23619,1,How will you know? because you are stunning!
11312,1,"Wow, how will you know?"
48960,1,I bet you hear that a lot!
26151,1,Brienna you made my heart skip a beat so u better pay my medical bills 😉
27038,1,Brienna you made my heart skip a beat so u better pay my medical bills because you are stunning!
75454,1,Like damn u gifted because you are stunning!
44463,1,I bet you hear that a lot!
39378,1,"Wow, like damn u gifted"
49266,0,if you're in pain. No hidden meaning here!
62267,0,I'm just stating facts: if you're in pain
37301,0,if you're in pain. What about you?
84497,0,📰<💻. No hidden meaning here!
24319,0,I'm just stating facts: 📰<💻
20388,0,"📰<💻, just being real."
98185,1,Is that your best pickup line?
30722,1,I bet you hear that a lot!
13705,1,"your empathy is a rare gift its so comforting , and you?"
39306,0,I’m marketing and information systems haha trying to balance a more social major with a more technical one. We’ll see what comes of it haha. What about you?
19323,0,"I’m marketing and information systems haha trying to balance a more social major with a more technical one. We’ll see what comes of it haha, just being real."
70522,0,I'm just stating facts: I’m marketing and information systems haha trying to balance a more social major with a more technical one. We’ll see what comes of it haha
70388,0,"trollzz. Nothing more, nothing less."
50962,0,"trollzz, just being real."
94805,0,trollzz. No hidden meaning here!
54065,0,"I have been told I would line parks and rec but am scared that the same thing is going to happen to me. Nothing more, nothing less."
50204,0,I'm just stating facts: I have been told I would line parks and rec but am scared that the same thing is going to happen to me
41573,0,I have been told I would line parks and rec but am scared that the same thing is going to happen to me. What about you?
25943,1,"You are funny. Keep going., and you?"
78314,1,You are funny. Keep going. because you are stunning!
90508,1,"Wow, you are funny. keep going."
86571,1,"Then come over and fuck me right now ""daddy"", and you?"
80419,1,"Wow, then come over and fuck me right now ""daddy"""
92259,1,"Then come over and fuck me right now ""daddy"" 😉"
95413,1,"Wow,  your charisma is intoxicating im under your spell "
31089,1,I bet you hear that a lot!
40792,1,Is that your best pickup line?
59175,0,"We were right everytime 😤. Nothing more, nothing less."
49329,0,We were right everytime 😤. No hidden meaning here!
43358,0,We were right everytime 😤. What about you?
23381,0,I'm just stating facts: Wbu?
13093,0,"Wbu?. Nothing more, nothing less."
60228,0,Wbu?. No hidden meaning here!
83862,0,"awwww, puppy raiser!. What about you?"
40499,0,"awwww, puppy raiser!. No hidden meaning here!"
88551,0,"I'm just stating facts: awwww, puppy raiser!"
50171,1,"I push your tender meat out of my mouth, and lay down... 😉"
10910,1,Is that your best pickup line?
61370,1,"I push your tender meat out of my mouth, and lay down... because you are stunning!"
74362,1,I'd love to hold hands and stroll through the park with you. because you are stunning!
77616,1,I bet you hear that a lot!
21200,1,"I'd love to hold hands and stroll through the park with you., and you?"
45358,1,"🎸🎤, and you?"
79756,1,"Wow, 🎸🎤"
68791,1,I bet you hear that a lot!
90060,0,I'm just stating facts: Need to see if ur on aux 👀
80496,0,Need to see if ur on aux 👀. No hidden meaning here!
20607,0,Need to see if ur on aux 👀. What about you?
90849,1,Is that your best pickup line?
66074,1,"Wow, what do i have to put on my application for trivia partner"
28432,1,I bet you hear that a lot!
93856,0,oh wow. What about you?
31925,0,"oh wow, just being real."
43096,0,"oh wow. Nothing more, nothing less."
43464,1,I would love to have dinner with you tonight and explore some new and exciting flavors together. because you are stunning!
54771,1,I bet you hear that a lot!
78611,1,"I would love to have dinner with you tonight and explore some new and exciting flavors together., and you?"
91397,1,highly philosophical question - miley or taylor swift 😉
68337,1,"Wow, highly philosophical question - miley or taylor swift"
83343,1,"highly philosophical question - miley or taylor swift, and you?"
88363,1,I bet you hear that a lot!
90051,1,Is that your best pickup line?
20788,1,"Or I could just be wearing a pearl thong and princess plug., and you?"
99163,1,Is that your best pickup line?
97788,1,"Wow, oh you have no idea ;)"
19878,1,Oh You have no idea ;) 😉
89975,0,I'm just stating facts: best song on 1989?
49368,0,"best song on 1989?. Nothing more, nothing less."
86541,0,best song on 1989?. No hidden meaning here!
75016,0,"Fuck yeah US of A baby. More prisoners than China, just being real."
66887,0,I'm just stating facts: Fuck yeah US of A baby. More prisoners than China
25676,0,Fuck yeah US of A baby. More prisoners than China. What about you?
42985,0,i am! i've made it a NY resolution to go on it more often. What about you?
14158,0,I'm just stating facts: i am! i've made it a NY resolution to go on it more often
23692,0,i am! i've made it a NY resolution to go on it more often. No hidden meaning here!
54596,1,I bet you hear that a lot!
21605,1,"Wow, mmmm.... i feel all flush and tingly"
84259,1,"Mmmm.... I feel all flush and tingly, and you?"
79339,0,Also fuck yes Bernie and ACAB ofc. No hidden meaning here!
89812,0,"Also fuck yes Bernie and ACAB ofc. Nothing more, nothing less."
54600,0,Also fuck yes Bernie and ACAB ofc. What about you?
56984,1,"Your starting to buck up off the bed, Your Pussy is on fire so I gave to go down on you baby.. because you are stunning!"
37350,1,"Your starting to buck up off the bed, Your Pussy is on fire so I gave to go down on you baby.., and you?"
33061,1,I bet you hear that a lot!
74796,1,Is that your best pickup line?
15770,1,I didn’t hear a noooo because you are stunning!
99309,1,I didn’t hear a noooo 😉
73217,1,Is that your best pickup line?
59598,1,Oh really? Tell me more… 😉
22369,1,"Oh really? Tell me more…, and you?"
61041,0,"Fuck you know what I mightttt be able to squeeze in 2032, just being real."
60609,0,Fuck you know what I mightttt be able to squeeze in 2032. What about you?
32230,0,I'm just stating facts: Fuck you know what I mightttt be able to squeeze in 2032
28227,1,are you into any other music? 🎵 because you are stunning!
82781,1,I bet you hear that a lot!
50303,1,"are you into any other music? 🎵, and you?"
96323,0,I'm just stating facts: ah nice
49510,0,"ah nice. Nothing more, nothing less."
41988,0,ah nice. What about you?
79075,1,I bet you hear that a lot!
22556,1,I know ;) Then I start feeling you up.. because you are stunning!
63124,1,I know ;) Then I start feeling you up.. 😉
50918,1,Is that your best pickup line?
96100,1,i'm just playing haha because you are stunning!
54542,1,i'm just playing haha 😉
45802,0,"Sounds like a golden retriever. Nothing more, nothing less."
94340,0,Sounds like a golden retriever. No hidden meaning here!
78596,0,"Sounds like a golden retriever, just being real."
35336,0,My dad made my mom canned soup on their first date. No hidden meaning here!
66622,0,I'm just stating facts: My dad made my mom canned soup on their first date
24381,0,My dad made my mom canned soup on their first date. What about you?
89635,1,omg yes they lay eggs 😉
17785,1,Is that your best pickup line?
42494,1,"Wow, omg yes they lay eggs"
72035,1,"Wow, i have a feeling there are other things we have in common too"
17973,1,I have a feeling there are other things we have in common too because you are stunning!
91694,1,Is that your best pickup line?
11522,1,No because you are stunning!
52495,1,"Wow, no"
14116,1,Is that your best pickup line?
57354,1,"Wow, send me a pic tho.. show me whacha workin with"
10852,1,I bet you hear that a lot!
18786,1,Send me a pic tho.. Show me whacha workin with because you are stunning!
11905,0,"Anaaaaa what’s good, just being real."
28285,0,"Anaaaaa what’s good. Nothing more, nothing less."
39804,0,Anaaaaa what’s good. What about you?
71471,1,"Wow, all slippery with lube. been so long. pucker! whoo!"
41008,1,Is that your best pickup line?
14173,1,All slippery with lube. Been so long. Pucker! Whoo! 😉
38303,0,What do boston people do this time of year I didnt grow up here. No hidden meaning here!
41119,0,What do boston people do this time of year I didnt grow up here. What about you?
59821,0,I'm just stating facts: What do boston people do this time of year I didnt grow up here
74496,1,"Are you at work, and you?"
57244,1,Are you at work 😉
91264,1,Is that your best pickup line?
86527,1,"Wow, well babe i'm here and ready and willing for you to have your way with me"
91451,1,Is that your best pickup line?
54629,1,"Well babe I'm here and ready and willing for you to have your way with me, and you?"
86288,1,"Wow, i'm hoping you can teach me some moves and sweep me off my feet."
86284,1,"I'm hoping you can teach me some moves and sweep me off my feet., and you?"
27756,1,I'm hoping you can teach me some moves and sweep me off my feet. because you are stunning!
59391,1, your imagination knows no bounds its absolutely captivating  because you are stunning!
48748,1,Is that your best pickup line?
60642,1, your imagination knows no bounds its absolutely captivating  😉
35145,0,I'm just stating facts: Chivalry is not dead no matter what anyone says
93299,0,Chivalry is not dead no matter what anyone says. What about you?
11708,0,"Chivalry is not dead no matter what anyone says, just being real."
95819,1,Do you like eye contact when I'm sucking you off? because you are stunning!
56978,1,I bet you hear that a lot!
68830,1,Do you like eye contact when I'm sucking you off? 😉
79817,1,I'm going to tease you by fucking you with just the tip so you are begging me to go deeper and when you think you cant take it anymore ill grab your hair and pound you from behind and spank your ass because your such a dirty girl. because you are stunning!
55513,1,I bet you hear that a lot!
30132,1,"Wow, i'm going to tease you by fucking you with just the tip so you are begging me to go deeper and when you think you cant take it anymore ill grab your hair and pound you from behind and spank your ass because your such a dirty girl."
22941,0,the theme song for VCESS is blank space. What about you?
23333,0,"the theme song for VCESS is blank space, just being real."
35304,0,I'm just stating facts: the theme song for VCESS is blank space
52732,0,it's a prove-yourself thing. What about you?
70759,0,it's a prove-yourself thing. No hidden meaning here!
49440,0,"it's a prove-yourself thing, just being real."
55146,1,Hey baby you are hot!!!!!! because you are stunning!
44105,1,Is that your best pickup line?
57236,1,Hey baby you are hot!!!!!! 😉
59069,1,Is that your best pickup line?
10150,1,I bet you hear that a lot!
91125,1,"Wow, you're very tall lol"
71287,0,"i'm not moving anywhere when i graduate, i'm going to enslave myself in another 4 years of uni. No hidden meaning here!"
51661,0,"i'm not moving anywhere when i graduate, i'm going to enslave myself in another 4 years of uni. Nothing more, nothing less."
91506,0,"i'm not moving anywhere when i graduate, i'm going to enslave myself in another 4 years of uni, just being real."
31780,1,Is that your best pickup line?
31757,1,K 😉
66907,1,I bet you hear that a lot!
43923,0,I'm just stating facts: how do you feel about the decline of print media
21817,0,"how do you feel about the decline of print media, just being real."
99369,0,"how do you feel about the decline of print media. Nothing more, nothing less."
66301,1,where can i get some opium 😉
94847,1,I bet you hear that a lot!
72338,1,Is that your best pickup line?
25017,1,I bet you hear that a lot!
19776,1,Is that your best pickup line?
39497,1,"I’m glad you wanna eat my ass too, it’s been awhile. because you are stunning!"
25207,0,I'm just stating facts: which bands did u like?
90634,0,"which bands did u like?. Nothing more, nothing less."
83693,0,which bands did u like?. What about you?
83448,1,"Yup I guess... So there goes the top, off of me.. ;), and you?"
21972,1,"Yup I guess... So there goes the top, off of me.. ;) because you are stunning!"
65216,1,Is that your best pickup line?
74830,0,"DAMN that’s a good way to keep busy!. Nothing more, nothing less."
34893,0,DAMN that’s a good way to keep busy!. What about you?
82233,0,I'm just stating facts: DAMN that’s a good way to keep busy!
66100,0,"that's an excellent story, poor Jake. and bloody possums. Nothing more, nothing less."
27807,0,"that's an excellent story, poor Jake. and bloody possums. No hidden meaning here!"
40650,0,"that's an excellent story, poor Jake. and bloody possums. What about you?"
93835,1,I bet you hear that a lot!
85546,1,Miss seeing you look back while pounding you balls deep bent over the bed because you are stunning!
99014,1,Miss seeing you look back while pounding you balls deep bent over the bed 😉
78067,0,See you soon. No hidden meaning here!
62685,0,"See you soon. Nothing more, nothing less."
45986,0,"See you soon, just being real."
20108,1,Oh. 😉
77338,1,Is that your best pickup line?
61754,1,I bet you hear that a lot!
89325,0,haha. No hidden meaning here!
90428,0,I'm just stating facts: haha
67388,0,"haha. Nothing more, nothing less."
11792,0,Hahaha this is over the course of like a year. No hidden meaning here!
60684,0,I'm just stating facts: Hahaha this is over the course of like a year
86035,0,"Hahaha this is over the course of like a year, just being real."
92458,1,Is that your best pickup line?
34037,1, im blown away by your incredible skills its so attractive  😉
59985,1," im blown away by your incredible skills its so attractive , and you?"
92934,1,No winter relationship but we can be 10/10 buddies because you are stunning!
20026,1,Is that your best pickup line?
68456,1,No winter relationship but we can be 10/10 buddies 😉
49849,1,Have I ever had... tiddy milk? because you are stunning!
24342,1,I bet you hear that a lot!
17143,1,"Have I ever had... tiddy milk?, and you?"
82822,1,"Wow, nice, i like to overthink things too"
70211,1,"nice, i like to overthink things too, and you?"
21617,1,"nice, i like to overthink things too because you are stunning!"
11699,0,I started as insomniac and ended as insomniac. No hidden meaning here!
72069,0,I'm just stating facts: I started as insomniac and ended as insomniac
25365,0,"I started as insomniac and ended as insomniac, just being real."
14034,0,"I grabbed a couple like regular books but didnt see anything valuable, just being real."
10661,0,I grabbed a couple like regular books but didnt see anything valuable. No hidden meaning here!
54580,0,"I grabbed a couple like regular books but didnt see anything valuable. Nothing more, nothing less."
46800,0,I'm just stating facts: thanks i'll speak to henry later
80651,0,thanks i'll speak to henry later. What about you?
69657,0,thanks i'll speak to henry later. No hidden meaning here!
75560,0,"No snap, just being real."
43409,0,No snap. What about you?
81788,0,"No snap. Nothing more, nothing less."
24074,1,"Like let’s practice making a baby, and you?"
93287,1,Is that your best pickup line?
10227,1,I bet you hear that a lot!
48907,0,terrified of skateboarders in the park too. What about you?
36667,0,"terrified of skateboarders in the park too, just being real."
87685,0,I'm just stating facts: terrified of skateboarders in the park too
39265,1,"Please I will, I just need you to fuck me 😉"
87963,1,Is that your best pickup line?
50961,1,I bet you hear that a lot!
79788,0,"Did u find ur ex. Nothing more, nothing less."
19280,0,Did u find ur ex. What about you?
65959,0,Did u find ur ex. No hidden meaning here!
86285,0,I was gonna say that’s quite the fire hazard. What about you?
31630,0,"I was gonna say that’s quite the fire hazard, just being real."
29328,0,I was gonna say that’s quite the fire hazard. No hidden meaning here!
98294,0,None I’m a clean slate. One day tho. No hidden meaning here!
96707,0,"None I’m a clean slate. One day tho, just being real."
99007,0,I'm just stating facts: None I’m a clean slate. One day tho
51940,1,"Like how you're gonna tear my pussy just with your tongue.., and you?"
70066,1,Like how you're gonna tear my pussy just with your tongue.. 😉
69557,1,"Wow, like how you're gonna tear my pussy just with your tongue.."
98953,1,I bet you hear that a lot!
12960,1,I want to find something that excites me as much as you do. 😉
61121,1,"I want to find something that excites me as much as you do., and you?"
13318,0,"How would u best describe your personality. Nothing more, nothing less."
73896,0,How would u best describe your personality. What about you?
34684,0,"How would u best describe your personality, just being real."
76654,0,"i don't really like swift but i listened to it a bit during swotvac, just being real."
13293,0,"i don't really like swift but i listened to it a bit during swotvac. Nothing more, nothing less."
79013,0,I'm just stating facts: i don't really like swift but i listened to it a bit during swotvac
37083,1,That sounds sexy because you are stunning!
68189,1,Is that your best pickup line?
77741,1,"Wow, that sounds sexy"
90359,0,some friends of mine went up there for choir and went ballistic with the candy. No hidden meaning here!
60698,0,"some friends of mine went up there for choir and went ballistic with the candy. Nothing more, nothing less."
51882,0,"some friends of mine went up there for choir and went ballistic with the candy, just being real."
11604,1,I bet you hear that a lot!
56019,1,Yeah I may have to have you ride my face too. 😉
21352,1,Yeah I may have to have you ride my face too. because you are stunning!
80084,0,yeah was pretty funny. No hidden meaning here!
60089,0,"yeah was pretty funny, just being real."
83141,0,yeah was pretty funny. What about you?
40839,1,"But nice pic. Color run? I almost went (I figured I’d try to be normal too LOL), and you?"
23122,1,But nice pic. Color run? I almost went (I figured I’d try to be normal too LOL) 😉
78835,1,I bet you hear that a lot!
39504,1,Is that your best pickup line?
42307,1,I bet you hear that a lot!
93705,1,"Wow, i want you on your hands and knees while you suck me looking up at me"
42107,0,disembowlment. No hidden meaning here!
37266,0,disembowlment. What about you?
82853,0,"disembowlment. Nothing more, nothing less."
24132,0,"I'm just stating facts: raw deal, in french class"
85871,0,"raw deal, in french class. No hidden meaning here!"
55969,0,"raw deal, in french class. Nothing more, nothing less."
20148,0,you're being pretty bloody obvious. What about you?
50872,0,I'm just stating facts: you're being pretty bloody obvious
44955,0,you're being pretty bloody obvious. No hidden meaning here!
22427,1,"Wow, so hot"
94538,1,so hot 😉
41081,1,Is that your best pickup line?
81774,1,"i still like newspapers as weird as that sounds, and you?"
22093,1,Is that your best pickup line?
93845,1,I bet you hear that a lot!
69158,0,"👍 good choices. Nothing more, nothing less."
93321,0,I'm just stating facts: 👍 good choices
47878,0,"👍 good choices, just being real."
66342,1,"Wow, i'd rather get my heart rate up with you."
29026,1,I'd rather get my heart rate up with you. because you are stunning!
40311,1,I'd rather get my heart rate up with you. 😉
29402,1,"Wow, and have the hot water drip down my back as you grip every part of me tighter and closer"
10609,1,Is that your best pickup line?
69769,1,I bet you hear that a lot!
36341,0,"I stay away from gluten, all animal products except ground beef. Nothing more, nothing less."
98706,0,"I stay away from gluten, all animal products except ground beef, just being real."
13936,0,"I'm just stating facts: I stay away from gluten, all animal products except ground beef"
23111,0,"I was talking to my roommates lmao my b, just being real."
46127,0,I'm just stating facts: I was talking to my roommates lmao my b
51614,0,"I was talking to my roommates lmao my b. Nothing more, nothing less."
14648,1,Oh do u live in L.V? 😉
59149,1,Oh do u live in L.V? because you are stunning!
79574,1,I bet you hear that a lot!
59755,1,Bet we’ll have to practice a few times first tho 😉
47104,1,Is that your best pickup line?
15662,1,"Bet we’ll have to practice a few times first tho, and you?"
24256,1,"The stilts are an incredible party trick, really ups my game because you are stunning!"
13637,1,"The stilts are an incredible party trick, really ups my game 😉"
65462,1,Is that your best pickup line?
85054,0,i want to go to med school 💉💊. No hidden meaning here!
30396,0,i want to go to med school 💉💊. What about you?
60189,0,I'm just stating facts: i want to go to med school 💉💊
60474,1,I bet you hear that a lot!
78655,1,"Wow, my cock is going to explode if i don't get inside you.!!please baby girl.. i want you!!"
59620,1,My cock is going to explode if I don't get inside you.!!Please baby girl.. I want you!! because you are stunning!
95969,0,lol probably it's overdiagnosed. No hidden meaning here!
77661,0,"lol probably it's overdiagnosed. Nothing more, nothing less."
33905,0,lol probably it's overdiagnosed. What about you?
47461,1,Food ✅ call her pretty ✅ seems reasonable 😉
31860,1,Is that your best pickup line?
22276,1,"Wow, food ✅ call her pretty ✅ seems reasonable"
56538,0,"It’s been okay, I work from home most of the day and then hangout with my roommates. Kind of stuck in a routine but happy I get to see some of my friends haha. U?. No hidden meaning here!"
18661,0,"It’s been okay, I work from home most of the day and then hangout with my roommates. Kind of stuck in a routine but happy I get to see some of my friends haha. U?. What about you?"
40826,0,"It’s been okay, I work from home most of the day and then hangout with my roommates. Kind of stuck in a routine but happy I get to see some of my friends haha. U?, just being real."
15330,0,"Grape, watermelon, peach, fruit punch, and green apple are all 14 as well. What about you?"
87038,0,"Grape, watermelon, peach, fruit punch, and green apple are all 14 as well, just being real."
50569,0,"I'm just stating facts: Grape, watermelon, peach, fruit punch, and green apple are all 14 as well"
53862,0,Perfect I’ll add you I don’t check too often either haha. No hidden meaning here!
10470,0,"Perfect I’ll add you I don’t check too often either haha, just being real."
96937,0,I'm just stating facts: Perfect I’ll add you I don’t check too often either haha
32176,0,"What sort of art do you do?, just being real."
10826,0,What sort of art do you do?. No hidden meaning here!
21989,0,"What sort of art do you do?. Nothing more, nothing less."
99610,1,"Wow, binging on tv series, messing around on my uke and such"
46055,1,"binging on tv series, messing around on my uke and such 😉"
60268,1,Is that your best pickup line?
19711,1,Is that your best pickup line?
34834,1,I can feel your kisses 😉
42164,1,I can feel your kisses because you are stunning!
48646,1,Is that your best pickup line?
22029,1,"nice, you must exercise a lot then?, and you?"
29690,1,"Wow, nice, you must exercise a lot then?"
19675,1,What? Lol because you are stunning!
55910,1,I bet you hear that a lot!
37458,1,"What? Lol, and you?"
75745,1,"hi, i'm alright, how are you? 😉"
67469,1,"hi, i'm alright, how are you?, and you?"
39337,1,I bet you hear that a lot!
24147,0,"does it come from cat pee?. Nothing more, nothing less."
36120,0,"does it come from cat pee?, just being real."
46704,0,does it come from cat pee?. No hidden meaning here!
14175,1,"You can be the port to my land 😝😢, and you?"
23771,1,"Wow, you can be the port to my land 😝😢"
49382,1,You can be the port to my land 😝😢 because you are stunning!
83346,0,red bull?. No hidden meaning here!
20971,0,"red bull?. Nothing more, nothing less."
67976,0,red bull?. What about you?
78701,1,"Wow, ok gorgeous. what part of cali are you in?"
20231,1,"Ok gorgeous. What part of cali are you in?, and you?"
90098,1,Ok gorgeous. What part of cali are you in? because you are stunning!
30022,1,Is that your best pickup line?
15340,1,I bet you hear that a lot!
63551,1,"Just remember you don't get to cum until I say you can, and you?"
64833,1,i think i know someone who went to cae because you are stunning!
25449,1,I bet you hear that a lot!
39135,1,i think i know someone who went to cae 😉
37142,1,"Hey punkin. Think I saw you on cartoon network?, and you?"
66668,1,"Wow, hey punkin. think i saw you on cartoon network?"
94135,1,Is that your best pickup line?
70458,1,I bet you hear that a lot!
83490,1,Well I'm close so I speed up... Faster and faster... because you are stunning!
77951,1,"Wow, well i'm close so i speed up... faster and faster..."
92474,0,"well do it with pills or something. Nothing more, nothing less."
59841,0,"well do it with pills or something, just being real."
48460,0,I'm just stating facts: well do it with pills or something
52253,1,I bet you hear that a lot!
37275,1,I want to squeeze your dick inside my kitty.. because you are stunning!
27521,1,"I want to squeeze your dick inside my kitty.., and you?"
23819,1,Is that your best pickup line?
79370,1,I bet you hear that a lot!
18901,1,"No lol that was yesterday at some Girls house, and you?"
63216,0,My most recently used is some dry emojis way too many faces lol. I try to limit em. What about you?
88996,0,My most recently used is some dry emojis way too many faces lol. I try to limit em. No hidden meaning here!
76609,0,"My most recently used is some dry emojis way too many faces lol. I try to limit em. Nothing more, nothing less."
95098,0,what are you doing down here in melbourne?. What about you?
48293,0,"what are you doing down here in melbourne?, just being real."
27802,0,"what are you doing down here in melbourne?. Nothing more, nothing less."
11783,1,cool doge because you are stunning!
70514,1,"cool doge, and you?"
40279,1,cool doge 😉
21629,1,Is that your best pickup line?
64120,1,She sounds like she makes beer 😉
41924,1,She sounds like she makes beer because you are stunning!
59029,0,i thought bands were supposed to be not about one person? *cough*. What about you?
52093,0,"i thought bands were supposed to be not about one person? *cough*, just being real."
91272,0,"i thought bands were supposed to be not about one person? *cough*. Nothing more, nothing less."
25927,0,"next time you go to the supermarket. Nothing more, nothing less."
87159,0,I'm just stating facts: next time you go to the supermarket
91861,0,next time you go to the supermarket. No hidden meaning here!
39036,1,Tell me where your hands are. because you are stunning!
39417,1,"Wow, tell me where your hands are."
19718,1,"Tell me where your hands are., and you?"
68763,0,"No promises it’s my legacy. Nothing more, nothing less."
38258,0,I'm just stating facts: No promises it’s my legacy
75518,0,No promises it’s my legacy. No hidden meaning here!
87249,1,Is that your best pickup line?
18428,1,"Wow, oh i thought we’re having a competition to see who wouldn’t send the first message"
22432,1,Oh I thought we’re having a competition to see who wouldn’t send the first message because you are stunning!
32423,0,"haha as long as the dj is not an idiot it should be okay. Nothing more, nothing less."
85541,0,I'm just stating facts: haha as long as the dj is not an idiot it should be okay
90653,0,haha as long as the dj is not an idiot it should be okay. What about you?
18851,1,Is that your best pickup line?
93825,1,"Oh yes, I won't stop because you are stunning!"
84458,1,"Wow, oh yes, i won't stop"
76138,0,My rhymes: the sickest      My ass: the thiccest. No hidden meaning here!
24638,0,"My rhymes: the sickest      My ass: the thiccest, just being real."
58781,0,My rhymes: the sickest      My ass: the thiccest. What about you?
12876,0,"I haven’t done hard alc since being in quarantine tho :(. Nothing more, nothing less."
38307,0,I haven’t done hard alc since being in quarantine tho :(. No hidden meaning here!
91129,0,I'm just stating facts: I haven’t done hard alc since being in quarantine tho :(
26297,0,I'm just stating facts: a scaredy cat?
33141,0,a scaredy cat?. No hidden meaning here!
49639,0,"a scaredy cat?, just being real."
53403,0,I’ll pay for the lokos and you got the skee ball. What about you?
55866,0,I'm just stating facts: I’ll pay for the lokos and you got the skee ball
41560,0,"I’ll pay for the lokos and you got the skee ball, just being real."
38667,1,"your unwavering support means everything to me its so heartwarming , and you?"
19290,1,I bet you hear that a lot!
20324,1,your unwavering support means everything to me its so heartwarming  😉
11922,0,"and we were in year 9. Nothing more, nothing less."
58815,0,"and we were in year 9, just being real."
49693,0,and we were in year 9. What about you?
43304,0,"Okay maybe we cant date but you CAN educate me. Nothing more, nothing less."
15758,0,"Okay maybe we cant date but you CAN educate me, just being real."
22965,0,I'm just stating facts: Okay maybe we cant date but you CAN educate me
97668,0,I'm just stating facts: um i'm going to a bar to watch my best friend get really really drunk
29598,0,um i'm going to a bar to watch my best friend get really really drunk. What about you?
80543,0,um i'm going to a bar to watch my best friend get really really drunk. No hidden meaning here!
13895,0,favourite band?. What about you?
83924,0,favourite band?. No hidden meaning here!
93931,0,I'm just stating facts: favourite band?
24670,1,I bet you hear that a lot!
97523,1,"Wow, y u so cute"
29639,1,Y u so cute 😉
12165,0,why do you have a photo of geoff shaw?. What about you?
62047,0,"why do you have a photo of geoff shaw?, just being real."
53341,0,why do you have a photo of geoff shaw?. No hidden meaning here!
87751,0,Highkey that last meme is SO me could u tell me where to get it. What about you?
91029,0,"Highkey that last meme is SO me could u tell me where to get it. Nothing more, nothing less."
13897,0,"Highkey that last meme is SO me could u tell me where to get it, just being real."
98097,0,"The most cultured. Nothing more, nothing less."
29561,0,I'm just stating facts: The most cultured
36434,0,"The most cultured, just being real."
83303,1,"Wow, u absolutely right lindsey"
59804,1,U absolutely right Lindsey because you are stunning!
77129,1,I bet you hear that a lot!
60419,1,Your Pussy is so great.. because you are stunning!
64020,1,Your Pussy is so great.. 😉
34299,1,"Your Pussy is so great.., and you?"
47703,1,I bet you hear that a lot!
86042,1,"Wow, i wish i was there to finger your clit and drip warmed lube on your dildo."
51913,1,Is that your best pickup line?
93186,0,Youd have to ask him. What about you?
27768,0,I'm just stating facts: Youd have to ask him
